category,country,state,subCategory,profit,sales
Office Supplies,Switzerland,Zürich,Envelopes,41.55,435.06
Office Supplies,Switzerland,Zürich,Binders,152.52,541.53
Office Supplies,Switzerland,Zürich,Art,217.05,870.81
Office Supplies,Venezuela,Zulia,Supplies,-158.148,432.132
Office Supplies,Venezuela,Zulia,Storage,-137.984,423.456
Office Supplies,Venezuela,Zulia,Paper,-3.624,35.976
Office Supplies,Venezuela,Zulia,Labels,-9.216,25.704
Office Supplies,Venezuela,Zulia,Fasteners,-26.532,77.148
Office Supplies,Venezuela,Zulia,Envelopes,-38.712,93.708
Office Supplies,Venezuela,Zulia,Binders,-38.104,59.916
Office Supplies,Venezuela,Zulia,Art,-22.22,161.28
Office Supplies,Venezuela,Zulia,Appliances,-316.28,1054.02
Office Supplies,Niger,Zinder,Storage,4.86,23.25
Office Supplies,Niger,Zinder,Binders,45.66,107.64
Office Supplies,Slovakia,Žilina,Fasteners,9.3,31.14
Office Supplies,Slovakia,Žilina,Art,9.54,28.98
Office Supplies,Senegal,Ziguinchor,Fasteners,8.64,32.04
Office Supplies,Senegal,Ziguinchor,Binders,27.72,308.52
Office Supplies,Ukraine,Zhytomyr,Storage,13.2,50.94
Office Supplies,Ukraine,Zhytomyr,Labels,47.19,114.45
Office Supplies,Ukraine,Zhytomyr,Fasteners,4.5,10.98
Office Supplies,Ukraine,Zhytomyr,Binders,4.11,11.43
Office Supplies,Ukraine,Zhytomyr,Appliances,713.73,3643.23
Office Supplies,China,Zhejiang,Supplies,115.5,641.73
Office Supplies,China,Zhejiang,Storage,481.98,1288.41
Office Supplies,China,Zhejiang,Paper,171.84,720.48
Office Supplies,China,Zhejiang,Labels,37.41,135.84
Office Supplies,China,Zhejiang,Fasteners,92.43,481.41
Office Supplies,China,Zhejiang,Envelopes,167.07,668.64
Office Supplies,China,Zhejiang,Binders,162.21,626.37
Office Supplies,China,Zhejiang,Art,182.4,633.6
Office Supplies,China,Zhejiang,Appliances,496.95,1783.26
Office Supplies,Kazakhstan,Zhambyl,Envelopes,-7.992,4.428
Office Supplies,Kazakhstan,Zhambyl,Binders,-20.598,17.622
Office Supplies,Netherlands,Zeeland,Art,-100.17,208.44
Office Supplies,Denmark,Zealand,Paper,-4.050000000,49.77
Office Supplies,Ukraine,Zaporizhzhya,Labels,67.17,168.48
Office Supplies,Ukraine,Zaporizhzhya,Envelopes,180,374.97
Office Supplies,Ukraine,Zaporizhzhya,Binders,23.7,75.78
Office Supplies,Ukraine,Zaporizhzhya,Art,10.92,53.73
Office Supplies,Ukraine,Zaporizhzhya,Appliances,15.06,36.75
Office Supplies,Iran,Zanjan,Paper,137.31,422.34
Office Supplies,Iran,Zanjan,Fasteners,3.06,78.12
Office Supplies,Iran,Zanjan,Envelopes,16.65,121.56
Office Supplies,Iran,Zanjan,Binders,22.14,85.86
Office Supplies,Iran,Zanjan,Art,14.64,94.29
Office Supplies,Iran,Zanjan,Appliances,1.8,60
Office Supplies,Nigeria,Zamfara,Storage,-139.749,93.771
Office Supplies,Mozambique,Zambezia,Storage,25.29,300.57
Office Supplies,Mozambique,Zambezia,Labels,3.99,9.12
Office Supplies,Mozambique,Zambezia,Envelopes,8.19,20.49
Office Supplies,Mozambique,Zambezia,Binders,15.21,30.45
Office Supplies,Mozambique,Zambezia,Art,4.2,19.14
Office Supplies,Mexico,Zacatecas,Storage,70.98,286.62
Office Supplies,Mexico,Zacatecas,Paper,11.76,65.36
Office Supplies,Mexico,Zacatecas,Labels,2.06,4.32
Office Supplies,Mexico,Zacatecas,Fasteners,36.7,126.68
Office Supplies,Mexico,Zacatecas,Envelopes,16.32,48.06
Office Supplies,Mexico,Zacatecas,Binders,3.74,48.54
Office Supplies,China,Yunnan,Supplies,102,221.85
Office Supplies,China,Yunnan,Storage,59.7,890.22
Office Supplies,China,Yunnan,Fasteners,36.96,108.96
Office Supplies,China,Yunnan,Envelopes,72.72,302.67
Office Supplies,China,Yunnan,Binders,13.2,27
Office Supplies,China,Yunnan,Art,289.95,793.35
Office Supplies,China,Yunnan,Appliances,486.24,1477.44
Office Supplies,Mexico,Yucatán,Supplies,78.26,546.84
Office Supplies,Mexico,Yucatán,Storage,111.46,542.96
Office Supplies,Mexico,Yucatán,Paper,44.04,154.82
Office Supplies,Mexico,Yucatán,Labels,29.1,136.96
Office Supplies,Mexico,Yucatán,Fasteners,17.08,67.46
Office Supplies,Mexico,Yucatán,Envelopes,72.98,216.58
Office Supplies,Mexico,Yucatán,Binders,121.52,496.42
Office Supplies,Mexico,Yucatán,Art,49.28,173.6
Office Supplies,Mexico,Yucatán,Appliances,172.2,1277.92
Office Supplies,Honduras,Yoro,Supplies,-43.872,144.648
Office Supplies,Honduras,Yoro,Storage,-24.928,80.832
Office Supplies,Honduras,Yoro,Paper,-34.648,115.992
Office Supplies,Honduras,Yoro,Labels,-5.264,65.016
Office Supplies,Honduras,Yoro,Fasteners,-4.712,16.068
Office Supplies,Honduras,Yoro,Envelopes,-42.772,161.148
Office Supplies,Honduras,Yoro,Binders,-17.16,73.08
Office Supplies,Honduras,Yoro,Art,-11.768,21.312
Office Supplies,Indonesia,Yogyakarta,Supplies,-150.1137,303.0063
Office Supplies,Indonesia,Yogyakarta,Storage,156.2955,1229.9355
Office Supplies,Indonesia,Yogyakarta,Paper,-85.7667,165.1533
Office Supplies,Indonesia,Yogyakarta,Labels,-53.4534,161.7666
Office Supplies,Indonesia,Yogyakarta,Fasteners,-42.963,119.727
Office Supplies,Indonesia,Yogyakarta,Envelopes,-140.7858,380.6142
Office Supplies,Indonesia,Yogyakarta,Binders,51.2304,590.0304
Office Supplies,Indonesia,Yogyakarta,Art,-45.8316,298.6284
Office Supplies,Indonesia,Yogyakarta,Appliances,-211.5228,5712.7572
Office Supplies,Nigeria,Yobe,Storage,-98.784,74.016
Office Supplies,Nigeria,Yobe,Paper,-21.984,16.056
Office Supplies,Iran,Yazd,Storage,8.7,62.34
Office Supplies,Iran,Yazd,Fasteners,11.97,36.21
Office Supplies,Iran,Yazd,Binders,52.95,167.22
Office Supplies,Iran,Yazd,Art,.54,56.88
Office Supplies,Iran,Yazd,Appliances,42.9,122.58
Office Supplies,Russia,Yaroslavl',Supplies,39.6,330.24
Office Supplies,Russia,Yaroslavl',Storage,7.8,535.26
Office Supplies,Russia,Yaroslavl',Paper,24.72,102.93
Office Supplies,Russia,Yaroslavl',Labels,36.54,86.04
Office Supplies,Russia,Yaroslavl',Fasteners,6.69,55.17
Office Supplies,Russia,Yaroslavl',Envelopes,7.08,15.75
Office Supplies,Russia,Yaroslavl',Binders,24.69,93
Office Supplies,Russia,Yaroslavl',Art,123.03,275.31
Office Supplies,Russia,Yaroslavl',Appliances,61.56,616.14
Office Supplies,Venezuela,Yaracuy,Supplies,-15.76,72.54
Office Supplies,Venezuela,Yaracuy,Art,10.768,81.168
Office Supplies,Myanmar (Burma),Yangon,Supplies,25.8693,295.2393
Office Supplies,Myanmar (Burma),Yangon,Storage,415.6608,1451.4708
Office Supplies,Myanmar (Burma),Yangon,Paper,31.3077,512.2677
Office Supplies,Myanmar (Burma),Yangon,Labels,18.7335,204.5535
Office Supplies,Myanmar (Burma),Yangon,Fasteners,16.0158,202.7358
Office Supplies,Myanmar (Burma),Yangon,Envelopes,51.9951,605.0451
Office Supplies,Myanmar (Burma),Yangon,Binders,23.6334,230.7234
Office Supplies,Myanmar (Burma),Yangon,Art,29.1438,1141.9638
Office Supplies,Myanmar (Burma),Yangon,Appliances,635.7846,5068.4946
Office Supplies,Japan,Yamaguchi,Supplies,51.81,166.68
Office Supplies,Japan,Yamaguchi,Appliances,421.56,3242.88
Office Supplies,Turkey,Yalova,Labels,-5.88,4.26
Office Supplies,Turkey,Yalova,Binders,-1.764,1.956
Office Supplies,China,Xinjiang Uygur,Supplies,52.2,127.32
Office Supplies,China,Xinjiang Uygur,Labels,9,21
Office Supplies,China,Xinjiang Uygur,Fasteners,6.12,27.96
Office Supplies,China,Xinjiang Uygur,Envelopes,9.45,79.47
Office Supplies,China,Xinjiang Uygur,Art,144.84,306.87
Office Supplies,Somalia,Woqooyi Galbeed,Storage,.6,30.69
Office Supplies,Somalia,Woqooyi Galbeed,Paper,10.71,29.79
Office Supplies,Somalia,Woqooyi Galbeed,Labels,4.11,22.5
Office Supplies,Somalia,Woqooyi Galbeed,Binders,67.77,202.11
Office Supplies,Somalia,Woqooyi Galbeed,Art,16.83,59.79
Office Supplies,United States,Wisconsin,Supplies,5.8887,21.81
Office Supplies,United States,Wisconsin,Storage,105.3917,1007.16
Office Supplies,United States,Wisconsin,Paper,665.3864,1392.46
Office Supplies,United States,Wisconsin,Labels,82.9425,177.85
Office Supplies,United States,Wisconsin,Fasteners,.6516,1.81
Office Supplies,United States,Wisconsin,Binders,282.7635,588.39
Office Supplies,United States,Wisconsin,Art,44.6698,159.79
Office Supplies,United States,Wisconsin,Appliances,778.082,2710.57
Office Supplies,Sudan,White Nile,Storage,41.88,220.56
Office Supplies,Sudan,White Nile,Paper,29.46,83.64
Office Supplies,Sudan,White Nile,Labels,15,66.78
Office Supplies,Sudan,White Nile,Art,7.8,106.5
Office Supplies,Philippines,Western Visayas,Supplies,-22.005,31.845
Office Supplies,Philippines,Western Visayas,Storage,-128.3655,246.0645
Office Supplies,Philippines,Western Visayas,Paper,-17.91,51.81
Office Supplies,Philippines,Western Visayas,Labels,-25.4595,79.1505
Office Supplies,Philippines,Western Visayas,Binders,17.4285,71.5785
Office Supplies,Philippines,Western Visayas,Art,-136.686,208.164
Office Supplies,South Africa,Western Cape,Supplies,37.41,176.22
Office Supplies,South Africa,Western Cape,Storage,407.76,2299.5
Office Supplies,South Africa,Western Cape,Paper,6.21,80.31
Office Supplies,South Africa,Western Cape,Labels,11.58,34.92
Office Supplies,South Africa,Western Cape,Fasteners,22.95,54.51
Office Supplies,South Africa,Western Cape,Envelopes,97.11,336.69
Office Supplies,South Africa,Western Cape,Binders,155.22,527.91
Office Supplies,South Africa,Western Cape,Art,130.11,406.47
Office Supplies,South Africa,Western Cape,Appliances,909.42,2712.33
Office Supplies,Australia,Western Australia,Supplies,283.749,3261.879
Office Supplies,Australia,Western Australia,Storage,293.097,6532.407
Office Supplies,Australia,Western Australia,Paper,352.32,2593.08
Office Supplies,Australia,Western Australia,Labels,140.706,774.576
Office Supplies,Australia,Western Australia,Fasteners,73.386,688.356
Office Supplies,Australia,Western Australia,Envelopes,77.169,696.969
Office Supplies,Australia,Western Australia,Binders,235.5,3099.6
Office Supplies,Australia,Western Australia,Art,441.216,2356.776
Office Supplies,Australia,Western Australia,Appliances,2625.999,11437.119
Office Supplies,Sri Lanka,Western,Supplies,41.79,169.8
Office Supplies,Sri Lanka,Western,Labels,4.56,53.04
Office Supplies,Sri Lanka,Western,Binders,28.32,91.14
Office Supplies,United States,West Virginia,Paper,219.4416,447.84
Office Supplies,United States,West Virginia,Binders,43.4336,88.64
Office Supplies,Belgium,West Flanders,Supplies,20.7,66.87
Office Supplies,Belgium,West Flanders,Storage,161.16,424.2
Office Supplies,Belgium,West Flanders,Labels,3.24,65.61
Office Supplies,Belgium,West Flanders,Binders,31.92,144.42
Office Supplies,Belgium,West Flanders,Art,34.47,291.09
Office Supplies,India,West Bengal,Supplies,77.7,455.61
Office Supplies,India,West Bengal,Storage,98.64,426.72
Office Supplies,India,West Bengal,Paper,209.64,716.7
Office Supplies,India,West Bengal,Labels,52.74,287.34
Office Supplies,India,West Bengal,Fasteners,58.35,177.12
Office Supplies,India,West Bengal,Envelopes,168.78,647.55
Office Supplies,India,West Bengal,Binders,30,130.14
Office Supplies,India,West Bengal,Appliances,46.71,203.22
Office Supplies,New Zealand,Wellington,Supplies,119.55,670.74
Office Supplies,New Zealand,Wellington,Storage,775.44,2150.55
Office Supplies,New Zealand,Wellington,Paper,175.98,839.34
Office Supplies,New Zealand,Wellington,Labels,64.83,197.67
Office Supplies,New Zealand,Wellington,Fasteners,143.85,485.94
Office Supplies,New Zealand,Wellington,Envelopes,291.09,746.19
Office Supplies,New Zealand,Wellington,Binders,171.84,530.7
Office Supplies,New Zealand,Wellington,Art,203.55,466.86
Office Supplies,New Zealand,Wellington,Appliances,82.62,959.88
Office Supplies,United States,Washington,Supplies,45.2743,483.34
Office Supplies,United States,Washington,Storage,1731.6766,13163.2
Office Supplies,United States,Washington,Paper,1570.4083,3318.74
Office Supplies,United States,Washington,Labels,560.5303,1153.89
Office Supplies,United States,Washington,Fasteners,62.0332,263.2
Office Supplies,United States,Washington,Envelopes,245.7604,512.72
Office Supplies,United States,Washington,Binders,6061.8114,18156.128
Office Supplies,United States,Washington,Art,320.1679,1063.84
Office Supplies,United States,Washington,Appliances,591.8608,1969.35
Office Supplies,United Kingdom,Wales,Supplies,4.5,56.97
Office Supplies,United Kingdom,Wales,Storage,365.52,1420.8
Office Supplies,United Kingdom,Wales,Paper,10.08,33.6
Office Supplies,United Kingdom,Wales,Fasteners,27.99,72
Office Supplies,United Kingdom,Wales,Envelopes,29.7,88.74
Office Supplies,United Kingdom,Wales,Binders,68.94,288
Office Supplies,United Kingdom,Wales,Art,172.62,675.72
Office Supplies,United Kingdom,Wales,Appliances,81.45,905.13
Office Supplies,New Zealand,Waikato,Supplies,62.94,177.66
Office Supplies,New Zealand,Waikato,Storage,148.86,338.16
Office Supplies,New Zealand,Waikato,Paper,64.44,180.12
Office Supplies,New Zealand,Waikato,Fasteners,10.08,81.72
Office Supplies,New Zealand,Waikato,Binders,47.04,244.32
Office Supplies,New Zealand,Waikato,Art,16.68,93
Office Supplies,New Zealand,Waikato,Appliances,48.48,304.32
Office Supplies,Bulgaria,Vratsa,Storage,6.18,47.55
Office Supplies,Russia,Voronezh,Supplies,.48,57.72
Office Supplies,Russia,Voronezh,Storage,130.95,603.63
Office Supplies,Russia,Voronezh,Envelopes,4.26,17.04
Office Supplies,Russia,Voronezh,Binders,68.4,249.54
Office Supplies,Russia,Voronezh,Art,166.92,609.3
Office Supplies,Ukraine,Volyn,Storage,10.65,76.02
Office Supplies,Ukraine,Volyn,Binders,6.78,30.84
Office Supplies,Ukraine,Volyn,Art,5.31,106.44
Office Supplies,Albania,Vlorë,Storage,43.32,105.72
Office Supplies,Albania,Vlorë,Labels,2.01,11.28
Office Supplies,Albania,Vlorë,Binders,1.65,6.45
Office Supplies,Russia,Vladimir,Labels,18,48
Office Supplies,Russia,Vladimir,Fasteners,1.71,11.4
Office Supplies,Russia,Vladimir,Envelopes,.66,8.31
Office Supplies,Russia,Vladimir,Art,48.84,128.76
Office Supplies,Russia,Vladimir,Appliances,182.13,569.22
Office Supplies,Belarus,Vitsyebsk,Binders,21.18,67.59
Office Supplies,Belarus,Vitsyebsk,Art,100.14,276.27
Office Supplies,United States,Virginia,Supplies,146.577,4575.23
Office Supplies,United States,Virginia,Storage,545.2808,3768.58
Office Supplies,United States,Virginia,Paper,570.4312,1205.7
Office Supplies,United States,Virginia,Labels,230.8035,474.77
Office Supplies,United States,Virginia,Fasteners,40.6624,85.16
Office Supplies,United States,Virginia,Envelopes,506.4089,1084.08
Office Supplies,United States,Virginia,Binders,2268.9879,4794.24
Office Supplies,United States,Virginia,Art,258.9753,876.32
Office Supplies,United States,Virginia,Appliances,1417.7425,4305.53
Office Supplies,Ukraine,Vinnytsya,Supplies,42.48,161.31
Office Supplies,Ukraine,Vinnytsya,Storage,251.01,1353.57
Office Supplies,Ukraine,Vinnytsya,Paper,7.14,31.17
Office Supplies,Ukraine,Vinnytsya,Labels,14.88,41.4
Office Supplies,Ukraine,Vinnytsya,Fasteners,38.76,98.46
Office Supplies,Ukraine,Vinnytsya,Envelopes,15.36,49.62
Office Supplies,Ukraine,Vinnytsya,Binders,7.26,35.46
Office Supplies,Lithuania,Vilnius,Storage,-530.217,365.553
Office Supplies,Lithuania,Vilnius,Binders,-26.775,17.955
Office Supplies,Lithuania,Vilnius,Art,-258.045,157.365
Office Supplies,Cuba,Villa Clara,Supplies,62.78,296.96
Office Supplies,Cuba,Villa Clara,Storage,71.48,157.82
Office Supplies,Cuba,Villa Clara,Paper,59.08,164.36
Office Supplies,Cuba,Villa Clara,Labels,9.7,50.66
Office Supplies,Cuba,Villa Clara,Fasteners,3.24,41.16
Office Supplies,Cuba,Villa Clara,Envelopes,34.2,84.88
Office Supplies,Cuba,Villa Clara,Binders,26.6,137.52
Office Supplies,Cuba,Villa Clara,Art,36.16,126.38
Office Supplies,Austria,Vienna,Supplies,305.55,1088.46
Office Supplies,Austria,Vienna,Storage,2468.43,9850.83
Office Supplies,Austria,Vienna,Paper,287.28,932.7
Office Supplies,Austria,Vienna,Labels,85.77,365.52
Office Supplies,Austria,Vienna,Fasteners,151.74,417.21
Office Supplies,Austria,Vienna,Envelopes,227.43,712.02
Office Supplies,Austria,Vienna,Binders,757.14,2900.61
Office Supplies,Austria,Vienna,Art,746.28,2906.04
Office Supplies,Austria,Vienna,Appliances,969.9,3912.42
Office Supplies,Australia,Victoria,Supplies,429.213,3521.043
Office Supplies,Australia,Victoria,Storage,1363.08,7267.95
Office Supplies,Australia,Victoria,Paper,437.55,2577.42
Office Supplies,Australia,Victoria,Labels,278.652,1150.632
Office Supplies,Australia,Victoria,Fasteners,40.119,639.009
Office Supplies,Australia,Victoria,Envelopes,56.613,3018.033
Office Supplies,Australia,Victoria,Binders,306.87,2688.03
Office Supplies,Australia,Victoria,Art,541.53,2688.12
Office Supplies,Australia,Victoria,Appliances,2265.591,18842.391
Office Supplies,Norway,Vest-Agder,Envelopes,62.28,194.64
Office Supplies,United States,Vermont,Storage,406.7154,1564.29
Office Supplies,United States,Vermont,Paper,43.334,92.2
Office Supplies,United States,Vermont,Envelopes,.9588,2.04
Office Supplies,United States,Vermont,Art,2.7336,8.04
Office Supplies,United States,Vermont,Appliances,152.0232,542.94
Office Supplies,Mexico,Veracruz,Supplies,92,339.2
Office Supplies,Mexico,Veracruz,Storage,70.06,994.76
Office Supplies,Mexico,Veracruz,Paper,119.84,494.3
Office Supplies,Mexico,Veracruz,Labels,29.56,118.44
Office Supplies,Mexico,Veracruz,Fasteners,33.76,125.88
Office Supplies,Mexico,Veracruz,Envelopes,71.64,318.5
Office Supplies,Mexico,Veracruz,Binders,105.16,1003.78
Office Supplies,Mexico,Veracruz,Art,122.84,444.76
Office Supplies,Mexico,Veracruz,Appliances,1157.16,3608.9
Office Supplies,Italy,Veneto,Supplies,43.77,124.47
Office Supplies,Italy,Veneto,Storage,-108.138,1110.672
Office Supplies,Italy,Veneto,Paper,118.77,336.36
Office Supplies,Italy,Veneto,Labels,12.06,67.5
Office Supplies,Italy,Veneto,Fasteners,16.68,54.12
Office Supplies,Italy,Veneto,Envelopes,86.67,539.64
Office Supplies,Italy,Veneto,Binders,148.02,606.51
Office Supplies,Italy,Veneto,Art,213.99,838.08
Office Supplies,Italy,Veneto,Appliances,266.88,667.68
Office Supplies,Switzerland,Vaud,Storage,12.24,236.7
Office Supplies,Switzerland,Vaud,Art,153.12,414.24
Office Supplies,Sweden,Västra Götaland,Supplies,-24.465,122.115
Office Supplies,Sweden,Västra Götaland,Storage,-374.31,525.57
Office Supplies,Sweden,Västra Götaland,Envelopes,-16.11,29.7
Office Supplies,Sweden,Västra Götaland,Binders,-88.68,100.68
Office Supplies,Sweden,Västra Götaland,Art,-87.09,149.31
Office Supplies,Sweden,Västra Götaland,Appliances,-52.26,153.42
Office Supplies,Bulgaria,Varna,Storage,38.94,118.62
Office Supplies,Bulgaria,Varna,Paper,18.78,162
Office Supplies,Bulgaria,Varna,Binders,5.79,48.3
Office Supplies,Bulgaria,Varna,Art,9.06,68.19
Office Supplies,Sweden,Värmland,Art,-34.2,91.53
Office Supplies,Venezuela,Vargas,Supplies,-21.36,32.04
Office Supplies,Venezuela,Vargas,Storage,4.320000000,86.4
Office Supplies,Turkey,Van,Supplies,-12.588,15.252
Office Supplies,Turkey,Van,Storage,-338.022,385.008
Office Supplies,Turkey,Van,Fasteners,-5.4,8.82
Office Supplies,Turkey,Van,Binders,-36.072,75.888
Office Supplies,Turkey,Van,Art,-72.012,79.668
Office Supplies,Turkey,Van,Appliances,-45.804,50.796
Office Supplies,Chile,Valparaíso,Supplies,53.82,171.46
Office Supplies,Chile,Valparaíso,Storage,190.92,795.6
Office Supplies,Chile,Valparaíso,Labels,6.88,28.96
Office Supplies,Chile,Valparaíso,Fasteners,15.9,43.2
Office Supplies,Chile,Valparaíso,Art,3.06,127.04
Office Supplies,Chile,Valparaíso,Appliances,172.02,373.98
Office Supplies,Cote d'Ivoire,Vallee Du Bandama,Supplies,28.38,497.7
Office Supplies,Cote d'Ivoire,Vallee Du Bandama,Storage,111.87,432.63
Office Supplies,Cote d'Ivoire,Vallee Du Bandama,Binders,10.71,41.31
Office Supplies,Cote d'Ivoire,Vallee Du Bandama,Art,25.62,104.16
Office Supplies,Colombia,Valle del Cauca,Supplies,12.56,147.52
Office Supplies,Colombia,Valle del Cauca,Storage,24.3,115.74
Office Supplies,Colombia,Valle del Cauca,Fasteners,3.52,44.64
Office Supplies,Colombia,Valle del Cauca,Binders,3.72,11.68
Office Supplies,Colombia,Valle del Cauca,Appliances,61.32,153.42
Office Supplies,Spain,Valenciana,Supplies,76.2,480
Office Supplies,Spain,Valenciana,Storage,1195.887,4193.127
Office Supplies,Spain,Valenciana,Paper,299.85,1282.17
Office Supplies,Spain,Valenciana,Labels,19.92,71.16
Office Supplies,Spain,Valenciana,Fasteners,61.98,188.76
Office Supplies,Spain,Valenciana,Envelopes,14.7,30.03
Office Supplies,Spain,Valenciana,Binders,147.75,724.32
Office Supplies,Spain,Valenciana,Art,340.29,1375.11
Office Supplies,Spain,Valenciana,Appliances,47.16,794.58
Office Supplies,Romania,Valcea,Supplies,9.96,83.4
Office Supplies,Romania,Valcea,Storage,2.88,16.98
Office Supplies,Romania,Valcea,Fasteners,1.62,10.8
Office Supplies,Romania,Valcea,Art,9.99,52.62
Office Supplies,Finland,Uusimaa,Supplies,134.04,619.86
Office Supplies,Finland,Uusimaa,Storage,137.61,731.61
Office Supplies,Finland,Uusimaa,Paper,38.82,180.84
Office Supplies,Finland,Uusimaa,Labels,3.24,9.12
Office Supplies,Finland,Uusimaa,Fasteners,12.6,61.26
Office Supplies,Finland,Uusimaa,Envelopes,34.56,91.26
Office Supplies,Finland,Uusimaa,Binders,61.14,184.83
Office Supplies,Finland,Uusimaa,Art,365.7,1228.86
Office Supplies,Finland,Uusimaa,Appliances,372.84,2420.88
Office Supplies,India,Uttarakhand,Supplies,3.24,46.32
Office Supplies,India,Uttarakhand,Paper,51.72,142.02
Office Supplies,India,Uttarakhand,Fasteners,1.44,49.5
Office Supplies,India,Uttarakhand,Envelopes,10.65,76.2
Office Supplies,India,Uttarakhand,Binders,116.43,275.22
Office Supplies,India,Uttarakhand,Art,3.42,173.7
Office Supplies,India,Uttar Pradesh,Supplies,727.83,2811.84
Office Supplies,India,Uttar Pradesh,Storage,446.94,1932.78
Office Supplies,India,Uttar Pradesh,Paper,431.55,1954.47
Office Supplies,India,Uttar Pradesh,Labels,184.17,707.22
Office Supplies,India,Uttar Pradesh,Fasteners,119.88,625.83
Office Supplies,India,Uttar Pradesh,Envelopes,443.28,1333.74
Office Supplies,India,Uttar Pradesh,Binders,212.61,737.55
Office Supplies,India,Uttar Pradesh,Art,334.53,1392.87
Office Supplies,India,Uttar Pradesh,Appliances,1406.01,4953.45
Office Supplies,Netherlands,Utrecht,Storage,-1199.88,1687.08
Office Supplies,Netherlands,Utrecht,Paper,-81.36,210.63
Office Supplies,Netherlands,Utrecht,Fasteners,-.600000000,13.62
Office Supplies,Netherlands,Utrecht,Envelopes,-27.81,46.59
Office Supplies,Netherlands,Utrecht,Binders,-249.45,361.17
Office Supplies,Netherlands,Utrecht,Art,-91.89,306.33
Office Supplies,United States,Utah,Supplies,12.432,44.4
Office Supplies,United States,Utah,Storage,153.7654,901.58
Office Supplies,United States,Utah,Paper,553.4284,1152.28
Office Supplies,United States,Utah,Labels,14.616,30.15
Office Supplies,United States,Utah,Fasteners,2.5328,10
Office Supplies,United States,Utah,Binders,262.2578,759.592
Office Supplies,United States,Utah,Art,28.8803,100.05
Office Supplies,United States,Utah,Appliances,305.13,1089.75
Office Supplies,Czech Republic,Usti nad Labem,Paper,18.21,50.4
Office Supplies,Czech Republic,Usti nad Labem,Envelopes,39.48,164.76
Office Supplies,Czech Republic,Usti nad Labem,Binders,6.24,23.16
Office Supplies,Czech Republic,Usti nad Labem,Appliances,10.83,51.6
Office Supplies,Turkey,Usak,Fasteners,-2.748,4.392
Office Supplies,Turkey,Usak,Binders,-8.928,23.712
Office Supplies,Turkey,Usak,Art,-27.324,18.816
Office Supplies,Sweden,Uppsala,Paper,-39.585,67.605
Office Supplies,Sweden,Uppsala,Fasteners,-5.94,11.88
Office Supplies,Sweden,Uppsala,Art,-61.65,90.63
Office Supplies,France,Upper Normandy,Supplies,18.84,228.24
Office Supplies,France,Upper Normandy,Storage,328.368,3720.438
Office Supplies,France,Upper Normandy,Paper,211.17,596.37
Office Supplies,France,Upper Normandy,Labels,38.16,184.14
Office Supplies,France,Upper Normandy,Fasteners,32.55,85.95
Office Supplies,France,Upper Normandy,Envelopes,7.02,44.28
Office Supplies,France,Upper Normandy,Binders,62.97,530.94
Office Supplies,France,Upper Normandy,Art,264.06,1029.24
Office Supplies,France,Upper Normandy,Appliances,85.149,232.389
Office Supplies,Austria,Upper Austria,Supplies,51.6,215.25
Office Supplies,Austria,Upper Austria,Storage,654.75,2122.56
Office Supplies,Austria,Upper Austria,Paper,40.95,141.3
Office Supplies,Austria,Upper Austria,Labels,11.04,70.08
Office Supplies,Austria,Upper Austria,Envelopes,42.84,122.43
Office Supplies,Austria,Upper Austria,Binders,109.47,1111.83
Office Supplies,Austria,Upper Austria,Art,57,230.4
Office Supplies,Austria,Upper Austria,Appliances,495.15,1364.16
Office Supplies,Italy,Umbria,Supplies,30,65.34
Office Supplies,Italy,Umbria,Storage,-14.352,61.128
Office Supplies,Italy,Umbria,Paper,42.6,118.5
Office Supplies,Italy,Umbria,Labels,3.99,9.12
Office Supplies,Italy,Umbria,Fasteners,44.7,93.3
Office Supplies,South Korea,Ulsan,Storage,-69.45,99.21
Office Supplies,South Korea,Ulsan,Fasteners,-30.675,36.375
Office Supplies,Mongolia,Ulaanbaatar,Supplies,70.2,290.04
Office Supplies,Mongolia,Ulaanbaatar,Storage,477.51,1888.44
Office Supplies,Mongolia,Ulaanbaatar,Paper,4.38,53.73
Office Supplies,Mongolia,Ulaanbaatar,Labels,-8.43,61.71
Office Supplies,Mongolia,Ulaanbaatar,Envelopes,8.73,80.7
Office Supplies,Mongolia,Ulaanbaatar,Binders,16.74,106.26
Office Supplies,Mongolia,Ulaanbaatar,Art,32.04,138.21
Office Supplies,Mongolia,Ulaanbaatar,Appliances,489.06,2150.4
Office Supplies,Peru,Ucayali,Binders,-6.72,22.26
Office Supplies,Peru,Ucayali,Appliances,6.16,41.28
Office Supplies,Austria,Tyrol,Paper,8.85,280.05
Office Supplies,Austria,Tyrol,Envelopes,1.23,7.8
Office Supplies,Austria,Tyrol,Binders,18.48,205.68
Office Supplies,Austria,Tyrol,Art,228.42,579.54
Office Supplies,Italy,Tuscany,Supplies,5.67,31.5
Office Supplies,Italy,Tuscany,Storage,-1011.72,3441.33
Office Supplies,Italy,Tuscany,Paper,96.6,205.8
Office Supplies,Italy,Tuscany,Labels,42.3,142.11
Office Supplies,Italy,Tuscany,Fasteners,86.97,314.37
Office Supplies,Italy,Tuscany,Envelopes,296.16,752.76
Office Supplies,Italy,Tuscany,Binders,197.46,906.03
Office Supplies,Italy,Tuscany,Art,613.92,2333.94
Office Supplies,Italy,Tuscany,Appliances,3979.08,7958.58
